time,latitude,longitude,depth_km
2024-01-03 09:59:52.992,6.86685,7.41742,10.0
2024-01-03 09:59:52.992,6.86685,7.41742,10.0
2024-01-03 11:00:06.056,6.86685,7.41742,10.0
2024-01-03 16:00:00.384,6.86685,7.41742,10.0
2024-01-10 00:58:42.772,6.86685,7.41742,10.0
